Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
06.05.2023 08:01:59;0,008789;0,010254;0,360352;0,002197;0,158203;0,205078;50,162998;-4,76
06.05.2023 08:06:59;0,004395;0,013184;0,46582;0;0,265869;0,208008;50,101002;-6,58
06.05.2023 08:11:59;0,005859;0,013916;0,609375;0;0,410156;0,205078;50,023998;-8,32
06.05.2023 08:16:59;0;0,013916;0,506836;0;0,32959;0,196289;50,063;-4,37
06.05.2023 08:21:59;0,004395;0,010254;0,345703;0,000732;0,164063;0,18457;50,085999;-3,03
06.05.2023 08:26:59;0,007324;0,009521;0,328125;0,002197;0,142822;0,19043;50,083;-3,03
06.05.2023 08:31:59;0,011719;0,012451;0,328125;0;0,150146;0,181641;50,043999;-5,4
06.05.2023 08:36:59;0;0,010986;0,386719;0,000732;0,179443;0,216797;50,056999;-3,06
06.05.2023 08:41:59;0,010254;0,009521;0,389648;0,00293;0,121582;0,272461;50,077;-1,74
06.05.2023 08:46:59;0,027832;0,006592;0,354492;0,032959;0,024902;0,339844;50,167;5,31
06.05.2023 08:51:59;0,060059;0,002197;0,331055;0,061523;0;0,333984;50,164001;0,89
06.05.2023 08:56:59;0,004395;0,010986;0,328125;0,038086;0;0,37207;50,195;2,35
06.05.2023 09:01:59;0,086426;0,007324;0,424805;0,073242;0,019775;0,401367;50,188999;6,41
06.05.2023 09:06:59;0,128906;0,002197;0,518555;0,102539;0,005127;0,486328;50,188999;6,03
06.05.2023 09:11:59;0,035156;0,008789;0,486328;0,082764;0,002197;0,541992;50,206001;9,19
06.05.2023 09:16:59;0,064453;0,008057;0,492188;0,098877;0,00293;0,533203;50,215;0,04
06.05.2023 09:21:59;0,164063;0;0,530273;0,136963;0,000732;0,500977;50,245998;-0,46
06.05.2023 09:27:00;0,154758;0,00365;0,563551;0,117528;0,01387;0,516832;50,220001;-1,59
06.05.2023 09:31:59;0,05732;0,008084;0,57026;0,049236;0,048502;0,520289;50,327;8,21
06.05.2023 09:37:00;0,042339;0,00949;0,502232;0,074459;0;0,546031;50,255001;1,43
06.05.2023 09:41:59;0,020576;0,011023;0,443862;0,091124;0,00147;0,523228;50,245998;7,1
06.05.2023 09:47:00;0,109498;0,00073;0,440913;0,101468;0,00146;0,432153;50,313999;3,18
06.05.2023 09:52:00;0,021973;0,014648;0,65332;0,010254;0,227783;0,427734;50,117001;-6,5
06.05.2023 09:57:01;0,00876;0,01095;0,62487;0,02117;0,137238;0,510992;50,217999;1,64
06.05.2023 10:02:04;0,008702;0,011603;0,51342;0,110226;0;0,629448;50,255001;1,98
06.05.2023 10:07:06;0,008731;0,011641;0,488928;0,136783;0;0,625711;50,291;2,97
06.05.2023 10:12:07;0,051099;0,00803;0,484712;0,129938;0,00146;0,572311;50,324001;2,02
06.05.2023 10:17:10;0,010152;0,016679;0,742574;0;0,178392;0,568533;50,167999;-3,46
06.05.2023 10:22:11;0,00876;0,01752;0,805907;0;0,223377;0,592751;50,112999;-4,64
06.05.2023 10:27:13;0,004365;0,012369;0,81488;0;0,246647;0,576237;50,077999;-4,72
06.05.2023 10:32:16;0,063815;0,012328;0,759978;0,044961;0,121103;0,629448;50,116001;-2,86
06.05.2023 10:37:17;0,040879;0,00949;0,727069;0,02628;0,102928;0,61903;50,112999;-2,36
06.05.2023 10:42:20;0,007252;0,014503;0,838297;0;0,271939;0,574335;50;-7,01
06.05.2023 10:47:21;0,0073;0,01606;0,984025;0;0,435803;0,557711;49,872002;-11,29
06.05.2023 10:52:21;0,00293;0,013916;1,048828;0;0,52002;0,541992;49,833;-9,77
06.05.2023 10:57:24;0,018854;0,01958;0,997834;0,004351;0,461933;0,536626;49,828999;-8,16
06.05.2023 11:02:26;0,004365;0,012369;0,887637;0;0,397982;0,497659;49,792;-7,84
06.05.2023 11:07:28;0,00291;0,014551;0,91674;0;0,438726;0,491838;49,742001;-8,67
06.05.2023 11:12:29;0,01022;0,01752;0,902266;0;0,435073;0,473033;49,709999;-8,94
06.05.2023 11:17:31;0,004365;0,014551;0,887637;0;0,398709;0,500569;49,713001;-6,79
06.05.2023 11:22:33;0,001455;0,012369;0,843983;0;0,298304;0,555865;49,747002;-3,23
06.05.2023 11:27:36;0,004351;0,014503;0,786084;0;0,12618;0,667157;49,792999;-1,54
06.05.2023 11:32:38;0,196444;0,00291;0,800329;0,163704;0,02401;0,747943;49,902;0,34
06.05.2023 11:37:40;0,215361;0,001455;0,832342;0,189896;0,00291;0,803239;49,937;10,77
06.05.2023 11:42:42;0,260471;0,000728;0,878906;0,208813;0,008003;0,826521;50,056;3,91
06.05.2023 11:47:43;0,186877;0,00219;0,858467;0,173007;0,00292;0,840947;50,002998;1,49
06.05.2023 11:52:46;0,026106;0,010878;0,803489;0,070342;0,000725;0,855701;50,002998;1,35
06.05.2023 11:57:46;0,021973;0,009521;0,796875;0,078369;0;0,867188;50,014999;1,8
06.05.2023 12:02:48;0,034923;0,013824;0,826521;0,139694;0,002183;0,940022;50,033001;1,33
06.05.2023 12:07:50;0,001455;0,013096;0,878906;0,083671;0;0,974946;50,023998;0,37
06.05.2023 12:12:52;0,146969;0,003638;0,861445;0,156428;0,001455;0,875996;50,058998;1,4
06.05.2023 12:17:54;0,234278;0,058206;1,533721;0,030558;0,550772;0,835252;49,578999;-22,049999
06.05.2023 12:22:56;0,184803;0,081488;1,693786;0,040744;0,898551;0,730482;49,473;-22,790001
06.05.2023 12:27:58;0,298304;0,114229;1,635581;0,071302;0,758129;0,765405;49,439999;-19,639999
06.05.2023 12:33:00;0,328862;0,088036;1,667594;0,118594;0,636625;0,902189;49,504002;-15,45
06.05.2023 12:38:02;0,344869;0,103315;1,722889;0,120777;0,63226;0,963305;49,402;-16,66
06.05.2023 12:43:04;0,323042;0,117139;1,63267;0,150607;0,422719;1,158294;49,689999;5,47
06.05.2023 12:48:06;0;0,010914;0,908009;0,243009;0;1,161204;49,779999;3,59
06.05.2023 12:53:08;0,010186;0,018189;0,858534;0,142604;0,000728;1,006959;49,854;20,639999
06.05.2023 12:58:08;0,010254;0,010254;0,884766;0,135498;0;1,019531;49,827;2,83
06.05.2023 13:03:10;0,00291;0,013096;0,896368;0,161521;0;1,070985;49,860001;3,07
06.05.2023 13:08:10;0,039551;0,011719;1,040039;0,221191;0,000732;1,233398;49,955002;6,76
06.05.2023 13:13:12;0,103315;0,064026;1,149563;0,387068;0,058933;1,434771;50,067001;11,83
06.05.2023 13:18:14;0,00291;0,012369;0,841073;0,959667;0,000728;1,810198;50,410999;26,860001
06.05.2023 13:23:14;0,007324;0,016113;0,922852;1,302246;0;2,235352;50,473;22,889999
06.05.2023 13:28:16;0,00291;0,011641;0,942933;1,464601;0;2,415537;50,722;32,549999
06.05.2023 13:33:18;0,001455;0,032013;0,91383;1,686511;0;2,633808;50,896999;35,639999
06.05.2023 13:38:20;0,005821;0,229913;0,899278;1,817473;0;2,939388;51,039001;35,66
06.05.2023 13:43:20;0,036621;0,010254;0,858398;1,258301;0;2,094727;50,891998;20,690001
06.05.2023 13:48:22;0,007276;0,017462;0,905099;0,911647;0;1,818928;50,883999;16,540001
06.05.2023 13:53:24;0,00291;0,013096;0,905099;0,602429;0;1,522079;50,82;10,83
06.05.2023 13:58:26;0,00291;0,013824;0,881817;0,566778;0;1,458053;50,867001;11,41
06.05.2023 14:03:28;0,001455;0,011641;0,855624;0,822156;0;1,685055;51,077999;20,559999
06.05.2023 14:08:30;0,007276;0,014551;0,942933;0,91383;0;1,868403;51,012001;11,58
06.05.2023 14:13:30;0,010254;0,020508;0,955078;0,481201;0;1,447266;50,929001;5,82
06.05.2023 14:18:32;0,00291;0,012369;0,966215;0,371789;0;1,347462;50,994999;8,74
06.05.2023 14:23:34;0;0,013096;0,861445;0,486018;0;1,359103;51,098999;12,33
06.05.2023 14:28:36;0,00291;0,011641;0,81197;0,526762;0;1,347462;51,076;8,64
06.05.2023 14:33:38;0,001455;0,013824;0,809059;0,447456;0;1,268885;51,118999;9,38
06.05.2023 14:38:40;0,00291;0,013824;0,843983;0,476559;0;1,330001;51,124001;7,41
06.05.2023 14:43:43;0,010152;0,011603;0,965927;0,527199;0;1,499652;51,168999;7,62
06.05.2023 14:48:44;0,00146;0,0146;1,124182;0,475953;0;1,608895;51,284;12,85
06.05.2023 14:53:46;0,001455;0,015279;0,838162;0,777774;0;1,62976;51,391998;14,71
06.05.2023 14:58:48;0,001455;0,011641;0,832342;0,708655;0;1,551182;51,426998;14,08
06.05.2023 15:03:47;0,007349;0,016902;0,843632;0,555563;0;1,410953;51,347;6,99
06.05.2023 15:08:48;0,00146;0,01314;0,843867;0,593481;0;1,445377;51,470001;10,28
06.05.2023 15:13:51;0,004351;0,013778;0,820893;0,435827;0;1,267597;51,452999;8,18
06.05.2023 15:18:53;0,001455;0,012369;0,762495;0,388523;0;1,161204;51,452;6,58
06.05.2023 15:23:53;0,020508;0,012451;0,911133;0,23584;0;1,139648;51,429001;4,84
06.05.2023 15:28:53;0,005859;0,013916;0,996094;0,221191;0;1,224609;51,417999;3,21
06.05.2023 15:33:55;0,018917;0,013824;1,053523;0,218271;0;1,265974;51,490002;7,18
06.05.2023 15:38:57;0,001455;0,010914;0,843983;0,391433;0;1,245602;51,535999;6,35
06.05.2023 15:43:57;0,007324;0,016846;0,84668;0,498779;0;1,356445;51,634998;8,57
06.05.2023 15:48:59;0,00291;0,012369;0,841073;0,288846;0;1,137922;51,557999;3,63
06.05.2023 15:54:01;0,059661;0,010914;0,846893;0,146969;0,001455;0,945843;51,534;1,45
06.05.2023 15:59:03;0,011641;0,011641;0,829431;0,077123;0;0,905099;51,527;2,11
06.05.2023 16:04:05;0,136783;0,005093;0,806149;0,117139;0,056751;0,733392;51,415001;-2,53
06.05.2023 16:09:07;0,05384;0,008731;0,739213;0,036379;0,074212;0,657725;51,438;6,57
06.05.2023 16:14:09;0,176072;0,00291;0,753764;0,134601;0,021827;0,692648;51,537998;1,27
06.05.2023 16:19:11;0,184803;0,000728;0,779957;0,148425;0,015279;0,733392;51,497002;-1,27
06.05.2023 16:24:13;0,109136;0,006548;0,829431;0,088036;0,103315;0,707199;51,389999;-4,82
06.05.2023 16:29:15;0,00291;0,013824;0,820701;0;0,301942;0,532582;51,301998;-5,7
06.05.2023 16:34:17;0,00291;0,012369;0,765405;0;0,27575;0,494749;51,273998;-4,75
06.05.2023 16:39:17;0,001465;0,011719;0,758789;0;0,192627;0,580078;51,282001;-2,8
06.05.2023 16:44:20;0,007252;0,015954;0,76868;0;0,203048;0,574335;51,216;-5,53
06.05.2023 16:49:21;0,00146;0,01387;0,814667;0;0,231406;0,595671;51,214001;-3,59
06.05.2023 16:54:24;0,031907;0,012328;0,565633;0,116027;0,017404;0,643951;51,355;3,64
06.05.2023 16:59:25;0,00146;0,01095;0,455513;0,177387;0;0,64239;51,394001;3,28
06.05.2023 17:04:27;0,00291;0,013824;0,465646;0,202265;0;0,681007;51,444;4,05
06.05.2023 17:09:30;0,026106;0,013778;0,475712;0,161713;0,004351;0,620746;51,431999;1,59
06.05.2023 17:14:31;0,0146;0,00949;0,522672;0,083949;0;0,601511;51,43;1,37
06.05.2023 17:19:31;0,013184;0,012451;0,541992;0,125977;0,000732;0,662109;51,448002;0,64
06.05.2023 17:24:34;0,010152;0,010152;0,559831;0,130531;0;0,690362;51,504002;3,63
06.05.2023 17:29:35;0,01606;0,00876;0,557711;0,103658;0;0,65699;51,467999;0,77
06.05.2023 17:34:37;0,120777;0,002183;0,526762;0,110591;0,004365;0,51221;51,487999;0,74
06.05.2023 17:39:39;0,164431;0,003638;0,526762;0,120777;0,010914;0,477287;51,550999;2,88
06.05.2023 17:44:41;0,139694;0;0,523851;0,125142;0,000728;0,50639;51,515999;0,2
06.05.2023 17:49:41;0,098145;0,004395;0,489258;0,091553;0,000732;0,486328;51,518002;0,21
06.05.2023 17:54:41;0,131836;0,000732;0,459961;0,102539;0,008057;0,427734;51,492001;-1,87
06.05.2023 17:59:43;0,020372;0,011641;0,567506;0,005821;0,210268;0,352145;51,334999;-6,57
06.05.2023 18:04:45;0,005821;0,019644;0,71302;0;0,395071;0,331773;51,285999;-3,98
06.05.2023 18:09:48;0,002901;0,015229;0,516321;0;0,212475;0,313274;51,271999;-3,95
06.05.2023 18:14:49;0,00292;0,0146;0,496392;0;0,191257;0,318275;51,263;-3,16
06.05.2023 18:19:52;0,002901;0,013053;0,452506;0;0,170415;0,292969;51,240002;-3,62
06.05.2023 18:24:53;0;0,01022;0,455513;0;0,194177;0,271556;51,203999;-4,24
06.05.2023 18:29:56;0,011603;0,013053;0,51342;0,00145;0,244382;0,269763;51,165001;-5,12
06.05.2023 18:34:58;0,001455;0,010186;0,529672;0;0,267019;0,273567;51,133999;-5,57
06.05.2023 18:39:59;0,00146;0,01095;0,510992;0;0,308055;0,213157;51,109001;-5
06.05.2023 18:45:01;0,005821;0,016007;0,523851;0;0,341231;0,192079;51,047001;-7,1
06.05.2023 18:50:04;0,013053;0,018854;0,643951;0;0,439453;0,208849;50,945999;-12,31
06.05.2023 18:55:06;0,045109;0,060388;0,742123;0;0,547861;0,209541;50,919998;-8,85
06.05.2023 19:00:07;0,086139;0,052559;1,27018;0;1,048994;0,192717;50,188999;-61,419998
06.05.2023 19:05:10;0,033358;0,044961;3,170444;0;3,003655;0,174041;49,848;-60,98
06.05.2023 19:10:12;0,030558;0,044382;3,114006;0;2,970674;0,160066;49,618999;-58,889999
06.05.2023 19:15:14;0,030558;0,041472;3,087813;0;2,963398;0,130963;49,312;-61,029999
06.05.2023 19:20:15;0,03066;0,043799;3,092232;0;2,982003;0,125558;49,039001;-58,880001
06.05.2023 19:25:18;0,039159;0,078318;1,493851;0;1,419158;0,116027;49,561001;-22,17
06.05.2023 19:30:19;0,03066;0,046719;1,130022;0;1,049724;0,093439;49,536999;-17,34
06.05.2023 19:35:22;0,031907;0,039884;0,884708;0;0,824518;0,066716;49,523998;-16,540001
06.05.2023 19:40:24;0,033468;0,041472;0,945843;0;0,916012;0,040744;49,363998;-20,889999
06.05.2023 19:45:26;0,030558;0,040744;1,094267;0;1,062254;0,037834;49,259998;-21,84
06.05.2023 19:50:28;0,032013;0,04802;1,088447;0;1,078988;0,029103;49,187;-19,790001
06.05.2023 19:55:30;0,030558;0,042199;0,922561;0;0,918195;0,017462;49,140999;-19,18
06.05.2023 20:00:31;0,032119;0,042339;0,928545;0;0,920516;0,01752;49,099998;-15,61
06.05.2023 20:05:34;0,030457;0,042785;0,736773;0;0,733147;0,014503;49,082001;-15,15
06.05.2023 20:10:36;0,032013;0,040744;0,733392;0;0,726844;0,014551;49,011002;-15,44
06.05.2023 20:15:38;0,062571;0,077123;1,376565;0;1,37511;0,017462;48,852001;-16,540001
06.05.2023 20:20:40;0,029103;0,040744;0,791598;0;0,79378;0,011641;48,778;-16,889999
06.05.2023 20:25:42;0,033468;0,042927;0,829431;0;0,827976;0,005821;48,676998;-16,629999
06.05.2023 20:30:44;0,029103;0,040744;0,838162;0;0,849076;0,00291;48,611;-17,43
06.05.2023 20:35:45;0,0292;0,040149;0,826347;0;0,834377;0;48,526001;-16,58
06.05.2023 20:40:48;0,021755;0,035533;0,713567;0;0,729521;0;48,528;-12,76
06.05.2023 20:45:50;0,011641;0,0211;0,730482;0;0,739213;0;48,438999;-13,99
06.05.2023 20:50:51;0,02336;0,033579;0,718309;0;0,727799;0,00292;48,346001;-14,29
06.05.2023 20:55:54;0,030457;0,039159;0,716468;0;0,726621;0;48,271;-14,08
06.05.2023 21:00:56;0,013096;0,023282;0,651904;0;0,65918;0;48,208;-13,16
06.05.2023 21:05:58;0,010186;0,021827;0,678097;0;0,68901;0;48,110001;-13,18
06.05.2023 21:10:59;0,039419;0,048909;0,770868;0;0,781818;0;47,964001;-14,13
06.05.2023 21:16:02;0,027556;0,036984;0,757078;0;0,767955;0;47,846001;-14,83
06.05.2023 21:21:03;0,00876;0,02117;0,700789;0;0,711009;0,00292;47,752998;-13,66
06.05.2023 21:26:06;0,008702;0,018854;0,693263;0;0,70269;0;47,645;-12,93
06.05.2023 21:31:07;0,035039;0,042339;0,700789;0;0,705899;0;47,491001;-13,54
06.05.2023 21:36:08;0,045259;0,052559;0,741668;0;0,751888;0;47,327999;-15,41
06.05.2023 21:41:10;0,017462;0,02692;0,753764;0;0,763222;0;47,129002;-17,459999
06.05.2023 21:46:12;0,008731;0,017462;0,910919;0;0,91674;0;46,907001;-18,85
06.05.2023 21:51:13;0,00876;0,02117;0,683269;0;0,694949;0;46,859001;-14,57
06.05.2023 21:56:16;0,00145;0,011603;0,675859;0;0,686011;0;46,724998;-14,66
06.05.2023 22:01:18;0,007276;0,016734;0,689738;0;0,700651;0,00291;46,573002;-15,59
06.05.2023 22:06:20;0,001455;0,013824;0,681007;0;0,692648;0;46,490002;-12,98
06.05.2023 22:11:22;0,049475;0,02692;0,858534;0;0,834524;0;45,945;-30,129999
06.05.2023 22:16:24;0,548589;0,04802;1,533721;0;1,033151;0;45,917999;-18,700001
06.05.2023 22:21:26;0,026193;0,013096;0,768315;0;0,756674;0;45,895;-15,05
06.05.2023 22:26:28;0,001455;0,013824;0,538403;0;0,548589;0;45,929001;-11,78
06.05.2023 22:31:30;0,069847;0,006548;0,60825;0;0,544951;0;45,879002;-10,6
06.05.2023 22:36:32;0,171707;0;0,625711;0;0,451822;0,00291;45,872002;-9,13
06.05.2023 22:41:34;0,285208;0;0,669366;0;0,384158;0;45,870998;-7,81
06.05.2023 22:46:36;0,296849;0;0,628622;0;0,330317;0;45,872002;-6,7
06.05.2023 22:51:39;0,378539;0;0,664256;0;0,287167;0;45,872002;-5,77
06.05.2023 22:56:40;0,312435;0;0,560631;0;0,248926;0;45,873001;-5,07
06.05.2023 23:01:42;0,487473;0;0,701379;0;0,215361;0;45,877998;-4,37
06.05.2023 23:06:44;0,580602;0;0,771226;0;0,187713;0;45,882999;-3,7
06.05.2023 23:11:46;0,61116;0;0,777046;0;0,165159;0,00291;45,883999;-3,33
06.05.2023 23:16:48;0,665;0;0,809059;0;0,141149;0;45,889;-2,89
06.05.2023 23:21:50;0,71011;0;0,832342;0;0,125142;0;45,894001;-2,5
06.05.2023 23:26:52;0,726116;0;0,835252;0;0,106953;0;45,901001;-2,16
06.05.2023 23:31:54;0,627167;0;0,704289;0;0,07494;0;45,979;-0,01
06.05.2023 23:36:56;0,678097;0;0,681007;0;0,003638;0,00291;46,029999;0,01
06.05.2023 23:41:58;0,711565;0;0,71302;0,000728;0,003638;0;46,060001;-0,03
06.05.2023 23:47:00;0,707199;0;0,71011;0;0,00291;0;46,081001;-0,01
06.05.2023 23:52:03;0,716468;0;0,722269;0;0,003626;0;46,098999;-0,01
06.05.2023 23:57:04;0,729989;0;0,732909;0;0,00219;0;46,111;-0,01
07.05.2023 00:02:06;0,66209;0;0,663545;0;0,003638;0,00291;46,120998;-0,03
07.05.2023 00:07:09;0,813641;0;0,820893;0;0,002901;0;46,130001;-0,01
07.05.2023 00:12:10;0,862847;0;0,864306;0;0,00219;0;46,138;-0,01
07.05.2023 00:17:13;0,974629;0;0,977529;0;0,003626;0;46,144001;-0,01
07.05.2023 00:22:14;0,915406;0;0,919786;0,00073;0,00292;0,00292;46,148998;-0,01
07.05.2023 00:27:16;0,758129;0;0,759585;0;0,003638;0;46,153999;-0,01
07.05.2023 00:32:16;0,710449;0;0,714844;0;0,00293;0;46,16;-0,01
07.05.2023 00:37:18;0,688283;0;0,695558;0;0,00291;0;46,162998;-0,01
07.05.2023 00:42:21;0,736773;0;0,739674;0;0,002901;0,002901;46,166;-0,01
07.05.2023 00:47:23;0,756674;0;0,759585;0;0,00291;0;46,167999;0,05
07.05.2023 00:52:24;0,788388;0;0,791308;0;0,00292;0;46,169998;-0,5
07.05.2023 00:57:26;0,755219;0;0,759585;0;0,003638;0;46,171001;-0,01
07.05.2023 01:02:27;0,801527;0;0,805907;0;0,00365;0,00292;46,171001;-0,01
07.05.2023 01:07:28;0,776708;0;0,779628;0,00073;0,00292;0;46,165001;-1,13
07.05.2023 01:12:30;0,774136;0;0,779957;0;0,00291;0;46,161999;-0,01
07.05.2023 01:17:33;0,758528;0;0,759978;0;0,003626;0;46,172001;-0,01
07.05.2023 01:22:34;0,724149;0;0,729989;0;0,00365;0,00292;46,179001;-0,01
07.05.2023 01:27:37;0,712117;0;0,713567;0;0,002901;0;46,179001;-0,01
07.05.2023 01:32:39;0,733392;0;0,736302;0;0,003638;0;46,181;-0,01
07.05.2023 01:37:40;0,773788;0;0,779628;0;0,00219;0,00292;46,181999;0
07.05.2023 01:42:42;0,775591;0;0,779957;0;0,004365;0;46,181;-0,01
07.05.2023 01:47:44;0,711565;0;0,71302;0,000728;0,003638;0;46,181999;-0,01
07.05.2023 01:52:46;0,697013;0;0,701379;0;0,003638;0;46,183998;-0,01
07.05.2023 01:57:48;0,705744;0;0,71011;0;0,002183;0,00291;46,185001;-0,01
07.05.2023 02:02:50;0,779957;0;0,782867;0;0,00291;0;46,182999;0
07.05.2023 02:07:53;0,790435;0;0,794787;0;0,002901;0;46,186001;0
07.05.2023 02:12:55;0,745033;0;0,747943;0;0,00291;0,00291;46,183998;0
07.05.2023 02:17:54;0,778964;0;0,781903;0,000735;0,002205;0;46,185001;-0,01
07.05.2023 02:22:56;0,589333;0;0,593698;0;0,003638;0;46,185001;0
07.05.2023 02:27:59;0,635249;0;0,63815;0;0,002176;0;46,182999;0
07.05.2023 02:33:01;0,602429;0;0,605339;0;0,00291;0,00291;46,182999;0
07.05.2023 02:38:03;0,550044;0;0,552954;0;0,003638;0;46,182999;0
07.05.2023 02:43:05;0,500569;0;0,50639;0,000728;0,00291;0;46,181999;0
07.05.2023 02:48:07;0,500569;0;0,503479;0;0,003638;0,00291;46,181;0
07.05.2023 02:53:09;0,523851;0;0,526762;0;0,002183;0;46,181999;0
07.05.2023 02:58:11;0,564595;0;0,567506;0;0,003638;0;46,181;0
07.05.2023 03:03:13;0,564595;0;0,567506;0;0,002183;0,00291;46,18;0
07.05.2023 03:08:12;0,51441;0;0,520289;0;0,002939;0;46,18;0
07.05.2023 03:13:13;0,497852;0;0,502232;0;0,00219;0;46,18;0
07.05.2023 03:18:14;0,527052;0;0,528512;0,00073;0,00365;0,00292;46,178001;0
07.05.2023 03:23:16;0,567506;0;0,570416;0;0,002183;0;46,178001;0
07.05.2023 03:28:19;0,55403;0;0,556931;0;0,002901;0;46,175999;0
07.05.2023 03:33:20;0,505152;0;0,508072;0;0,00219;0;46,175999;-0,37
07.05.2023 03:38:22;0,500569;0;0,503479;0;0,002183;0,00291;46,175999;-0,51
07.05.2023 03:43:25;0,303121;0;0,307472;0;0,002901;0;46,167999;-0,02
07.05.2023 03:48:26;0,372294;0;0,376674;0,00073;0,00292;0;46,152;-1,21
07.05.2023 03:53:29;0,324876;0;0,327777;0;0,004351;0,002901;46,166;-0,81
07.05.2023 03:58:31;0,261926;0;0,267746;0;0,00291;0;46,161999;0
07.05.2023 04:03:33;0,190624;0;0,192079;0;0,00291;0;46,167999;0
07.05.2023 04:08:34;0,370834;0;0,373754;0;0,00292;0,00292;46,165001;0
07.05.2023 04:13:37;0,408996;0;0,414797;0;0,002901;0;46,165001;0
07.05.2023 04:18:39;0,232823;0;0,232823;0,000728;0,002183;0;46,164001;0
07.05.2023 04:23:40;0,186877;0;0,192717;0;0,00219;0,00292;46,165001;0
07.05.2023 04:28:42;0,184803;0;0,189169;0;0,003638;0;46,160999;0
07.05.2023 04:33:45;0,21465;0;0,217551;0;0,002901;0;46,16;0
07.05.2023 04:38:46;0,251116;0;0,256956;0;0,00365;0,00292;46,16;0
07.05.2023 04:43:48;0,245919;0;0,250285;0;0,003638;0;46,157001;0
07.05.2023 04:48:50;0,184803;0;0,189169;0;0,00291;0;46,157001;0
07.05.2023 04:53:52;0,183348;0;0,186258;0,000728;0,00291;0;46,154999;0
07.05.2023 04:58:55;0,191445;0;0,191445;0;0,003626;0,002901;46,154999;0
07.05.2023 05:03:57;0,260471;0;0,264836;0;0,002183;0;46,151001;0
07.05.2023 05:08:58;0,249656;0;0,256956;0,00073;0,00584;0;46,150002;0
07.05.2023 05:14:01;0,21465;0;0,217551;0,000725;0,003626;0,002901;46,147999;0
07.05.2023 05:19:03;0,20372;0;0,209541;0;0,005093;0,00291;46,146;0
07.05.2023 05:24:05;0,192079;0;0,20081;0,001455;0,005821;0,00291;46,140999;0
07.05.2023 05:29:06;0,440913;0;0,443833;0;0,00292;0;46,141998;0
07.05.2023 05:34:09;0,522123;0;0,527924;0,000725;0,005076;0,002901;46,139;0
07.05.2023 05:39:10;0,506612;0;0,510992;0;0,00292;0,00292;46,137001;0
07.05.2023 05:44:12;0,366696;0;0,372517;0,001455;0,003638;0;46,136002;0
07.05.2023 05:49:15;0,195796;0;0,200147;0;0,005076;0,005801;46,133999;0
07.05.2023 05:54:17;0,232823;0;0,241554;0,000728;0,004365;0,00291;46,130001;0
07.05.2023 05:59:19;0,231368;0;0,267746;0,000728;0,020372;0,014551;46,088001;-0,81
07.05.2023 06:04:21;0,168797;0;0,267746;0;0,037106;0,061116;46,053001;-1,09
07.05.2023 06:09:22;0,046719;0;0,218997;0,00073;0,043799;0,131398;46,035;-0,79
07.05.2023 06:14:25;0,052212;0;0,21175;0,000725;0,037709;0,124729;46,021;-0,72
07.05.2023 06:19:27;0,082943;0;0,232823;0;0,034196;0,116411;46,007;-0,59
07.05.2023 06:24:29;0,094584;0;0,270657;0,000728;0,027648;0,148425;45,992001;-0,25
07.05.2023 06:29:30;0,052559;0,00219;0,265716;0,00584;0,02774;0,189797;45,981998;-1,22
07.05.2023 06:34:33;0,004351;0,010152;0,220452;0,00145;0,033358;0,194346;45,977001;-0,26
07.05.2023 06:39:35;0,004365;0,016734;0,218271;0;0,013096;0,218271;45,974998;-0,29
07.05.2023 06:44:37;0,014551;0,012369;0,229913;0,096039;0;0,323042;46,141998;1,15
07.05.2023 06:49:37;0,004395;0,013184;0,292969;0,050537;0,000732;0,351563;46,174;1,81
07.05.2023 06:54:39;0,00291;0,012369;0,285208;0,235006;0;0,532582;46,522999;6,99
07.05.2023 06:59:41;0,005821;0,013824;0,235733;0,318676;0;0,561685;46,709;6,55
07.05.2023 07:04:43;0,001455;0,011641;0,256105;0,299032;0;0,561685;46,854;8,03
07.05.2023 07:09:45;0,008731;0,013824;0,314311;0,372517;0;0,695558;47;8,95
07.05.2023 07:14:48;0,007252;0,010878;0,400294;0,441629;0;0,841197;47,035999;7,68
07.05.2023 07:19:47;0,00147;0,011758;0,411528;0,454885;0;0,875967;47,110001;7,76
07.05.2023 07:24:49;0,00291;0,013824;0,30849;0,602429;0;0,925471;47,32;14,36
07.05.2023 07:29:51;0,001455;0,010186;0,250285;0,719568;0;0,980766;47,458;14,16
07.05.2023 07:34:53;0,001455;0,010914;0,279387;0,873813;0;1,161204;47,563;15,72
07.05.2023 07:39:56;0,005801;0,014503;0,310373;0,726621;0;1,044245;47,582001;13,86
07.05.2023 07:44:57;0,00146;0,01095;0,332875;0,681079;0;1,027824;47,641998;14,27
07.05.2023 07:49:59;0;0,012369;0,30267;0,717385;0;1,030241;47,731998;14,82
07.05.2023 07:55:01;0,001455;0,010914;0,267746;0,775591;0;1,053523;47,875999;17,879999
07.05.2023 08:00:03;0,00291;0,012369;0,270657;1,075351;0;1,353283;48,146;23,860001
07.05.2023 08:05:05;0,010186;0,018917;0,462735;1,149563;0;1,621029;48,249001;20,389999
07.05.2023 08:10:08;0,004351;0,012328;0,626547;0,717193;0;1,348817;48,223;16,389999
