Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
05.05.2023 07:39:47;0,01314;0,072269;0,370834;1,756353;0;2,187046;50,375999;35,459999
05.05.2023 07:44:48;0,033579;0,043799;0,362074;1,567285;0;1,94177;50,484001;35,529999
05.05.2023 07:49:48;0,035156;0,014648;0,354492;1,319092;0;1,649414;50,445999;29,1
05.05.2023 07:54:48;0,00293;0,402832;0,430664;1,771729;0;2,604492;50,717999;35,630001
05.05.2023 07:59:48;0,004395;0,470947;0,673828;1,809082;0;2,947266;50,853001;35,66
05.05.2023 08:04:48;0;0,575684;0,767578;1,815674;0;3,161133;50,987999;35,689999
05.05.2023 08:09:50;0;1,070985;0,541313;1,823294;0;3,431227;51,126999;35,720001
05.05.2023 08:14:52;0;1,528628;0,477287;1,829114;0;3,835756;51,266998;35,73
05.05.2023 08:19:54;0;1,642129;0,477287;1,8393;0;3,960899;51,410999;35,73
05.05.2023 08:24:56;0;2,304219;0,561685;1,83639;0;4,700111;51,554001;35,77
05.05.2023 08:29:56;0,007324;0,731689;0,518555;1,848633;0;3,09082;51,702;35,799999
05.05.2023 08:34:58;0,05093;0,036379;0,442363;1,485701;0;1,912058;51,695;30,610001
05.05.2023 08:39:58;0,001465;0,040283;0,401367;1,659668;0;2,103516;51,938;35,84
05.05.2023 08:45:00;0;1,425312;0,451094;1,330001;0;3,207135;51,714001;18
05.05.2023 08:50:02;0;1,81238;0,474377;0,931291;0;3,215866;51,764999;17,870001
05.05.2023 08:55:04;0;2,743672;0,590788;0,926198;0;4,260658;51,839001;17,85
05.05.2023 09:00:06;0;3,146746;0,616981;0,929109;0;4,68847;51,924;17,889999
05.05.2023 09:05:08;0;2,016828;0,625711;0,929836;0;3,576741;52,008999;17,92
05.05.2023 09:10:10;0;1,586833;0,742123;0,932747;0;3,26243;52,098999;17,860001
05.05.2023 09:15:12;0;3,504711;0,870175;0,933474;0;5,305451;52,193001;17,879999
05.05.2023 09:20:14;0;3,702611;0,873086;0,934202;0;5,509171;52,292999;17,9
05.05.2023 09:25:16;0;3,907786;0,908009;0,935657;0;5,750724;52,396999;17,9
05.05.2023 09:30:18;0;3,513442;0,843983;0,940022;0;5,29963;52,504002;17,91
05.05.2023 09:35:21;0;1,638159;0,577235;0,939095;0;3,15304;52,617001;17,860001
05.05.2023 09:40:22;0;1,93593;0,581071;0,943145;0;3,460146;52,737;17,85
05.05.2023 09:45:24;0;3,103092;0,81779;0,94075;0;4,863087;52,859001;17,860001
05.05.2023 09:50:24;0;3,047607;1,045898;0,944824;0;5,039063;52,983002;17,860001
05.05.2023 09:55:26;0;2,196538;1,129191;0,947298;0;4,272299;53,108002;17,889999
05.05.2023 10:00:28;0;2,309312;1,164114;0,950208;0;4,423634;53,228001;17,83
05.05.2023 10:05:30;0;3,066713;1,268885;0,950936;0;5,285079;53,341;17,799999
05.05.2023 10:10:32;0;2,639629;1,0186;0,948026;0;4,606982;53,452;17,76
05.05.2023 10:15:33;0;1,617655;0,998624;0,946795;0;3,565264;53,557999;17,719999
05.05.2023 10:20:35;0;1,930247;0,983677;0,808332;0;3,719345;53,57;12,29
05.05.2023 10:25:37;0;3,732441;1,065165;0,56314;0;5,360746;53,577;9,01
05.05.2023 10:30:38;0;3,544825;1,007384;0,405874;0;4,961002;53,577;6,29
05.05.2023 10:35:40;0;3,834301;1,050613;0,300487;0;5,183219;53,578999;4,78
05.05.2023 10:40:40;0;3,774902;1,086914;0,218262;0;5,080078;53,578999;3,6
05.05.2023 10:45:42;0;3,606571;1,158294;0,165886;0;4,932934;53,578999;2,68
05.05.2023 10:50:44;0;3,372293;1,126281;0,124415;0;4,621534;53,577999;2,08
05.05.2023 10:55:46;0;3,541818;1,097178;0,098222;0;4,737945;53,577;1,48
05.05.2023 11:00:49;0;3,23716;0,977529;0,057288;0;4,269802;53,555;-0,01
05.05.2023 11:05:51;0;2,705838;1,0186;0;0,000728;3,728076;53,548;0,02
05.05.2023 11:10:53;0;2,991774;0,995318;0;0,000728;3,984181;53,542999;-0,02
05.05.2023 11:15:52;0;3,722859;1,043517;0;0,000735;4,764906;53,537998;0
05.05.2023 11:20:55;0;3,747679;0,989132;0,000725;0,000725;4,733911;53,535999;0
05.05.2023 11:25:57;0;3,864132;1,01569;0;0,000728;4,880549;53,533001;-0,01
05.05.2023 11:30:58;0;2,667378;0,992784;1,814022;0;5,477834;54,278999;35,419998
05.05.2023 11:36:01;0;3,138537;1,079053;1,924602;0;6,13784;54,466;35,459999
05.05.2023 11:41:02;0;3,082742;1,065783;1,94031;0;6,091025;54,641998;35,540001
05.05.2023 11:46:03;0;2,690008;0,984025;1,94323;0;5,615072;54,810001;35,610001
05.05.2023 11:51:05;0;2,843349;0,989497;1,954257;0;5,785648;54,973999;35,619999
05.05.2023 11:56:07;0;1,365652;0,887637;1,95935;0;4,217004;55,132;35,639999
05.05.2023 12:01:07;0,007324;0,967529;0,969727;1,96875;0;3,896484;55,285;35,66
05.05.2023 12:06:08;0;2,779797;1,130022;1,977539;0;5,889548;55,444;35,66
05.05.2023 12:11:08;0;3,28125;1,051758;1,984131;0;6,316406;55,609001;35,720001
05.05.2023 12:16:11;0;1,788995;0,902112;1,989142;0;4,681699;55,798;35,810001
05.05.2023 12:21:13;0;1,701062;0,902189;2,000821;0;4,604072;56,002998;35,799999
05.05.2023 12:26:13;0;1,703613;0,966797;1,544678;0;4,212891;55,880001;18,01
05.05.2023 12:31:14;0;3,460146;1,153382;1,005194;0;5,620912;55,960999;17,870001
05.05.2023 12:36:17;0;3,53593;1,157372;0,999284;0;5,691136;56,076;17,9
05.05.2023 12:41:19;0;3,025242;0,986587;1,003321;0;5,014422;56,196999;17,9
05.05.2023 12:46:21;0;1,940433;1,050613;1,009142;0;4,004553;56,325001;17,91
05.05.2023 12:51:23;0;1,768726;1,024421;1,010597;0;3,803743;56,455002;17,91
05.05.2023 12:56:25;0;2,259837;0,948753;1,011324;0;4,219914;56,583;17,9
05.05.2023 13:01:27;0;2,438092;0,983677;1,001866;0;4,420724;56,695;16,77
05.05.2023 13:06:29;0;2,798967;0,974946;0,839617;0;4,615713;56,737;12,93
05.05.2023 13:11:31;0;3,485795;0,969125;0,692648;0;5,145385;56,763;10,2
05.05.2023 13:16:33;0;2,019011;0,858534;0,578419;0;3,457419;56,798;9,49
05.05.2023 13:21:35;0;1,72871;0,878906;0,490383;0;3,096544;56,820999;8,44
05.05.2023 13:26:37;0;1,749809;0,910919;0,411805;0;3,070351;56,834999;7,04
05.05.2023 13:31:39;0;1,872769;0,905099;0,3536;0;3,134378;56,848;5,74
05.05.2023 13:36:41;0;3,045614;0,922561;0,306308;0;4,27521;56,859001;5,12
05.05.2023 13:41:43;0;3,863404;1,004049;0,263381;0;5,130834;56,868999;4,33
05.05.2023 13:46:43;0;3,862793;1,001953;0,233643;0;5,100586;56,880001;4,08
05.05.2023 13:51:45;0;3,729531;1,129191;0,199355;0;5,055166;56,887001;3
05.05.2023 13:56:46;0;3,568914;1,132942;0,175197;0;4,876324;56,887001;2,87
05.05.2023 14:01:49;0;3,543181;1,093557;0,156637;0;4,794825;56,896;2,83
05.05.2023 14:06:49;0;3,48999;1,010742;0,14209;0;4,637695;56,896999;2,41
05.05.2023 14:11:51;0;3,457419;0,948753;0,124415;0;4,534225;56,900002;2,54
05.05.2023 14:16:53;0;3,815384;1,027331;0,074212;0,000728;4,918383;56,873001;-0,03
05.05.2023 14:21:55;0;3,791375;1,027331;0,000728;0,001455;4,813612;56,862999;-0,03
05.05.2023 14:26:55;0;3,791748;1,019531;0;0,000732;4,810547;56,855;-0,01
05.05.2023 14:31:57;0;3,764454;1,050613;0;0,001455;4,816523;56,851002;0
05.05.2023 14:36:59;0;3,680056;1,135011;0;0,000728;4,816523;56,848;0
05.05.2023 14:42:02;0;3,612798;1,200882;0;0,00145;4,809329;56,844002;-0,01
05.05.2023 14:47:03;0;3,284219;1,235141;0;0,00073;4,520089;56,841;0
05.05.2023 14:52:02;0;3,71698;1,067033;0;0,00147;4,779604;56,838001;-0,04
05.05.2023 14:57:04;0;3,31627;0,954574;0;0;4,269389;56,835999;-0,03
05.05.2023 15:02:07;0;3,616424;0,907913;0;0,002176;4,522161;56,834;-0,03
05.05.2023 15:07:09;0;3,615302;0,867265;0;0,000728;4,48766;56,834;0,01
05.05.2023 15:12:11;0;3,680784;0,945843;0;0,000728;4,624444;56,828999;-0,01
05.05.2023 15:17:13;0;3,547638;0,980766;0;0,001455;4,525494;56,827999;-0,02
05.05.2023 15:22:15;0;3,661867;0,998228;0;0,000728;4,662278;56,825001;0
05.05.2023 15:27:17;0;3,335187;0,986587;0;0,000728;4,315954;56,824001;-0,03
05.05.2023 15:32:19;0;2,655636;0,942933;0;0;3,600023;56,821999;-0,02
05.05.2023 15:37:21;0;2,214727;0,945843;0;0,000728;3,16057;56,821999;0
05.05.2023 15:42:23;0;2,019738;0,945843;0;0,000728;2,962671;56,82;0,01
05.05.2023 15:47:24;0;2,412612;0,978185;0;0,00073;3,392987;56,818001;0,02
05.05.2023 15:52:27;0;3,731726;0,992033;0;0,00145;4,722308;56,817001;-0,03
05.05.2023 15:57:29;0;2,558869;0,908009;0;0,001455;3,46615;56,814999;-0,05
05.05.2023 16:02:31;0;2,365335;0,91383;0;0,000728;3,274071;56,813999;-0,03
05.05.2023 16:07:33;0;2,39953;0,969125;0;0,000728;3,373021;56,813;-0,01
05.05.2023 16:12:34;0;2,038128;0,951905;0;0;2,990033;56,813;0
05.05.2023 16:17:37;0;2,219746;0,905012;0;0,000725;3,124033;56,808998;0
05.05.2023 16:22:39;0;2,233644;0,884727;0;0,001455;3,114006;56,810001;-0,02
05.05.2023 16:27:41;0;1,861855;0,870175;0;0;2,732758;56,808998;0
05.05.2023 16:32:43;0;2,846987;0,977856;0;0,000728;3,821205;56,806999;-0,02
05.05.2023 16:37:45;0;2,322408;0,966215;0;0;3,291533;56,806999;0
05.05.2023 16:42:47;0;1,223775;0,931291;0;0,000728;2,156522;56,806;-0,01
05.05.2023 16:47:49;0;1,200493;0,91383;0;0,001455;2,109957;56,803001;-0,02
05.05.2023 16:50:00;0;1,360292;0,912452;0;0;2,274422;56,803001;-0,02
05.05.2023 16:55:00;0;1,443604;0,925781;0;0,001465;2,370117;56,803001;-0,01
05.05.2023 17:00:00;0;1,556396;0,952148;0;0,001465;2,507813;56,801998;-0,01
05.05.2023 17:05:00;0;1,109619;0,925781;0;0;2,033203;56,799999;0
05.05.2023 17:08:12;0;0,924683;0,892639;0;0;1,817322;56,799999;-0,02
05.05.2023 17:13:12;0;0,793213;0,814453;0;0,001465;1,608398;56,798;0
05.05.2023 17:18:12;0;0,741943;0,817383;0;0,000732;1,555664;56,798;-0,02
05.05.2023 17:23:13;0;0,66064;0,765028;0;0,00073;1,427858;56,796001;-0,03
05.05.2023 17:28:13;0;0,392578;0,814453;0,000732;0,000732;1,204102;56,792999;-0,02
05.05.2023 17:33:13;0,00293;0,188965;0,811523;0,005127;0,001465;1,001953;56,793999;-0,02
05.05.2023 17:38:13;0;0,101807;0,799805;0;0,001465;0,899414;56,792999;-0,02
05.05.2023 17:43:15;0,007276;0,040016;0,742123;0,004365;0,001455;0,779957;56,792;-0,02
05.05.2023 17:48:16;0,166437;0;0,738748;0,104388;0,00073;0,674509;56,862999;2,19
05.05.2023 17:53:15;0,174899;0,003674;0,770145;0,107291;0,081571;0,62611;56,764;-3,6
05.05.2023 17:58:14;0;0,012493;0,811298;0;0,221196;0,599655;56,720001;-3,85
05.05.2023 18:03:15;0,0073;0,01241;0,989865;0;0,369374;0,63071;56,627998;-6,68
05.05.2023 18:08:17;0,010186;0,043654;0,910919;0,010186;0,17389;0,777046;56,702;-0,03
05.05.2023 18:13:19;0;0,287391;0,756674;0;0,002183;1,041882;56,709999;-0,04
05.05.2023 18:18:21;0;0,409623;0,759585;0;0,001455;1,169935;56,710999;-0,02
05.05.2023 18:23:23;0,004365;0,185531;0,922561;0;0,001455;1,102998;56,713001;-0,02
05.05.2023 18:28:26;0,005801;0,132706;0,916615;0,005801;0,00145;1,047146;56,713001;-0,04
05.05.2023 18:33:27;0;0,247466;0,916866;0;0,00073;1,159222;56,714001;-0,03
05.05.2023 18:38:29;0;0,291029;0,756674;0;0,001455;1,047703;56,714001;-0,02
05.05.2023 18:43:31;0;0,126597;0,739213;0;0,001455;0,867265;56,712002;-0,02
05.05.2023 18:48:33;0,008731;0,043654;0,756674;0,001455;0,001455;0,788687;56,710999;-0,03
05.05.2023 18:53:35;0,026193;0;0,809059;0,006548;0,001455;0,788687;56,712002;-0,03
05.05.2023 18:58:37;0,027648;0,003638;0,803239;0,006548;0,001455;0,782867;56,710999;-0,02
05.05.2023 19:03:39;0,005821;0,108408;0,660635;0,004365;0,001455;0,765405;56,710999;-0,02
05.05.2023 19:08:41;0;0,096767;0,60825;0;0,000728;0,707199;56,709;-0,02
05.05.2023 19:13:43;0,091674;0,008731;0,60825;0,057478;0,001455;0,579147;56,782001;2,47
05.05.2023 19:18:45;0,034923;0,012369;0,704289;0,012369;0,285208;0,41035;56,542999;-9,57
05.05.2023 19:23:47;0;0,011641;0,849803;0;0,614798;0,247374;56,417999;-11,91
05.05.2023 19:28:49;0,004365;0,012369;0,908009;0;0,769771;0,148425;56,292;-13,2
05.05.2023 19:33:51;0,00291;0,016007;0,855624;0;0,742123;0,125142;56,238998;-10,42
05.05.2023 19:38:53;0,001455;0,010914;0,704289;0;0,583512;0,128053;56,167999;-10,45
05.05.2023 19:43:56;0,017404;0,021755;0,832495;0;0,715018;0,124729;56,014999;-14,42
05.05.2023 19:48:57;0,00292;0,01314;0,858467;0;0,754078;0,113878;55,935001;-13,08
05.05.2023 19:53:59;0,00291;0,013096;0,855624;0;0,750854;0,113501;55,834;-13,12
05.05.2023 19:59:02;0,00145;0,013778;0,745475;0;0,661355;0,095722;55,782001;-10,74
05.05.2023 20:04:03;0,00146;0,01387;0,598591;0;0,539462;0,072999;55,733002;-9,36
05.05.2023 20:09:03;0;0,010986;0,571289;0;0,530273;0,049805;55,66;-9,5
05.05.2023 20:14:05;0,005821;0,013096;0,634442;0;0,606795;0,037834;55,561001;-10,82
05.05.2023 20:19:07;0;0,011641;0,640263;0;0,613343;0,037834;55,476002;-11,12
05.05.2023 20:24:09;0,001455;0,013096;0,544223;0;0,531855;0,023282;55,452999;-8,46
05.05.2023 20:29:12;0;0,010152;0,478612;0;0,476437;0,014503;55,391998;-8,64
05.05.2023 20:34:14;0,00291;0,011641;0,474377;0;0,480925;0;55,333;-9,42
05.05.2023 20:39:15;0,00876;0,01752;0,551871;0;0,561361;0;55,247002;-10,01
05.05.2023 20:44:17;0;0,011641;0,541313;0;0,550772;0;55,183998;-9,92
05.05.2023 20:49:17;0,00293;0,011719;0,539063;0;0,550049;0,00293;55,130001;-9,35
05.05.2023 20:54:19;0,001455;0,012369;0,474377;0;0,481652;0;55,091;-8,67
05.05.2023 20:59:22;0,00145;0,011603;0,478612;0;0,485864;0,002901;55,041;-8,72
05.05.2023 21:04:23;0,00584;0,0146;0,484712;0;0,490552;0;54,973;-9,98
05.05.2023 21:09:26;0,00145;0,010878;0,545328;0;0,556931;0;54,914001;-10,08
05.05.2023 21:14:25;0,004409;0,014697;0,584958;0;0,593041;0,002939;54,853001;-10,14
05.05.2023 21:19:28;0,002901;0,013778;0,556931;0;0,567808;0;54,792999;-10,55
05.05.2023 21:24:30;0,005821;0,014551;0,675186;0;0,683917;0;54,703999;-12,41
05.05.2023 21:29:30;0,001465;0,011719;0,665039;0;0,675293;0,00293;54,647999;-12,22
05.05.2023 21:34:32;0,005821;0,016734;0,718841;0;0,727571;0;54,588001;-12,14
05.05.2023 21:39:33;0,00146;0,01095;0,63947;0;0,6475;0;54,537998;-12,41
05.05.2023 21:44:36;0,002901;0,013053;0,59754;0;0,604067;0,002901;54,514;-10,79
05.05.2023 21:49:38;0,001455;0,011641;0,567506;0;0,579874;0;54,470001;-10,61
05.05.2023 21:54:40;0,001455;0,010914;0,573326;0;0,579874;0;54,424999;-10,59
05.05.2023 21:59:41;0,0073;0,01679;0,674509;0;0,682539;0,00292;54,334;-12,58
05.05.2023 22:04:43;0,00291;0,013096;0,61407;0;0,624256;0;54,303001;-11,36
05.05.2023 22:09:45;0,001455;0,012369;0,576237;0;0,58715;0;54,286999;-10,18
05.05.2023 22:14:47;0,00291;0,012369;0,535493;0;0,545679;0,00291;54,233002;-10,81
05.05.2023 22:19:49;0,004365;0,011641;0,742123;0;0,747943;0;54,104;-14,05
05.05.2023 22:24:51;0,005821;0,017462;0,651904;0;0,66209;0;54,105;-11,2
05.05.2023 22:29:54;0,00145;0,010878;0,609143;0;0,61857;0;54,046001;-11,5
05.05.2023 22:34:56;0,001455;0,012369;0,616981;0;0,624256;0,00291;53,998001;-11,29
05.05.2023 22:39:58;0,00291;0,013096;0,552954;0;0,564595;0;53,973999;-10,16
05.05.2023 22:45:00;0,005821;0,015279;0,584967;0;0,590788;0,00291;53,888;-11,81
05.05.2023 22:50:02;0,001455;0,011641;0,628622;0;0,641718;0;53,823002;-11,93
05.05.2023 22:55:03;0,00292;0,01387;0,689109;0;0,697139;0;53,73;-13,06
05.05.2023 23:00:06;0,00145;0,013053;0,664256;0;0,674408;0,002901;53,689999;-11,68
05.05.2023 23:05:08;0,00291;0,012369;0,593698;0;0,602429;0;53,654999;-10,59
05.05.2023 23:10:09;0,00146;0,01168;0,540192;0;0,552601;0;53,608002;-10,32
05.05.2023 23:15:11;0,001455;0,012369;0,544223;0;0,553682;0;53,546001;-10,25
05.05.2023 23:20:14;0,005801;0,014503;0,591739;0;0,59609;0,002901;53,449001;-11,78
05.05.2023 23:25:16;0,001455;0,011641;0,61116;0;0,620618;0;53,375999;-11,64
05.05.2023 23:30:18;0,001455;0,012369;0,60825;0;0,618436;0;53,294998;-12,01
05.05.2023 23:35:20;0,00291;0,013096;0,544223;0;0,556592;0,00291;53,254002;-10,49
05.05.2023 23:40:22;0,001455;0,011641;0,555865;0;0,564595;0;53,179001;-10,55
05.05.2023 23:45:24;0,005821;0,015279;0,570416;0;0,575509;0;53,080002;-11,72
05.05.2023 23:50:26;0,007276;0,011641;0,794508;0;0,800329;0,00291;52,868;-15,53
05.05.2023 23:55:28;0,001455;0,010914;0,829431;0;0,841073;0;52,710999;-16,459999
06.05.2023 00:00:28;0,001465;0,011719;0,820313;0;0,826172;0;52,603001;-15,73
06.05.2023 00:05:30;0,004365;0,017462;0,646083;0;0,658452;0,00291;52,562;-13,02
06.05.2023 00:10:32;0,001455;0,011641;0,666455;0;0,674459;0;52,465;-12,77
06.05.2023 00:15:34;0,00291;0,014551;0,704289;0;0,715203;0,00291;52,346001;-13,9
06.05.2023 00:20:36;0,001455;0,012369;0,678097;0;0,689738;0;52,271999;-12,01
06.05.2023 00:25:38;0,001455;0,013096;0,590788;0;0,598791;0;52,217999;-10,41
06.05.2023 00:30:40;0,001455;0,010914;0,544223;0;0,553682;0;52,143002;-10,98
06.05.2023 00:35:42;0,001455;0,012369;0,544223;0;0,553682;0,00291;52,075001;-10,65
06.05.2023 00:40:44;0,005821;0,013824;0,576237;0;0,585695;0;51,980999;-11,78
06.05.2023 00:45:46;0,001455;0,016007;0,328862;0;0,344141;0;52,037998;-6,3
06.05.2023 00:50:48;0,001455;0,011641;0,349234;0;0,35651;0,00291;51,992001;-5,65
06.05.2023 00:55:50;0;0,012369;0,215361;0;0,226275;0;51,999001;-4,16
06.05.2023 01:00:51;0;0,00949;0,213157;0;0,222647;0;51,971001;-4,46
06.05.2023 01:05:54;0,002901;0,013778;0,232054;0;0,238581;0,002901;51,925999;-5,53
06.05.2023 01:10:56;0,001455;0,010186;0,279387;0;0,290301;0;51,887001;-5,53
06.05.2023 01:15:58;0;0,010914;0,282298;0;0,289573;0;51,853001;-5,58
06.05.2023 01:21:00;0;0,010914;0,232823;0;0,244464;0,00291;51,847;-4,24
06.05.2023 01:26:02;0,001455;0,010914;0,209541;0;0,220454;0;51,824001;-4,17
06.05.2023 01:30:00;0;0,010155;0,214187;0,000923;0,219727;0;51,804001;-4,13
06.05.2023 01:35:00;0,007324;0,010986;0,243164;0;0,246094;0,00293;51,755001;-5,63
06.05.2023 01:40:00;0;0,009521;0,28125;0;0,291504;0;51,719002;-5,56
06.05.2023 01:45:00;0,004395;0,016113;0,360352;0;0,368408;0,00293;51,665001;-6,07
06.05.2023 01:51:26;0,001138;0,009677;0,305113;0;0,315928;0;51,625;-6,05
06.05.2023 01:56:26;0;0,011719;0,275391;0;0,286377;0;51,618;-4,58
06.05.2023 02:01:26;0,008789;0,010254;0,28418;0;0,282715;0,00293;51,564999;-6,22
06.05.2023 02:06:26;0;0,010254;0,304688;0;0,314941;0;51,534;-5,89
06.05.2023 02:11:26;0;0,012451;0,28125;0;0,287109;0,00293;51,526001;-4,66
06.05.2023 02:16:28;0,001455;0,010186;0,227002;0;0,237916;0;51,504002;-4,5
06.05.2023 02:21:28;0;0,009521;0,228516;0;0,236572;0;51,480999;-4,63
06.05.2023 02:26:28;0,008789;0,010986;0,254883;0;0,25708;0,00293;51,433998;-6,02
06.05.2023 02:31:28;0;0,009521;0,298828;0;0,306885;0;51,402;-5,86
06.05.2023 02:36:28;0;0,010986;0,295898;0;0,303223;0;51,375;-5,88
06.05.2023 02:41:28;0,001465;0,010986;0,234375;0;0,243164;0,00293;51,373001;-4,62
06.05.2023 02:46:30;0;0,010186;0,224092;0;0,235006;0;51,349998;-4,49
06.05.2023 02:50:00;0;0,009417;0,221819;0,001046;0,233329;0,004185;51,334999;-4,48
06.05.2023 02:55:00;0,004395;0,013184;0,272461;0;0,277588;0;51,285999;-5,94
06.05.2023 03:00:00;0;0,010254;0,292969;0;0,30249;0;51,261002;-5,71
06.05.2023 03:05:00;0,005859;0,013184;0,336914;0;0,342773;0,00293;51,210999;-6,53
06.05.2023 03:10:00;0;0,010254;0,313477;0;0,324463;0;51,188999;-6,27
06.05.2023 03:15:00;0;0,009521;0,313477;0;0,321533;0;51,16;-6,32
06.05.2023 03:20:00;0,004395;0,016846;0,287109;0;0,298828;0,00293;51,144001;-5,85
06.05.2023 03:25:00;0;0,009521;0,287109;0;0,295898;0;51,118;-5,78
06.05.2023 03:30:00;0;0,010986;0,287109;0;0,294434;0;51,095001;-5,66
06.05.2023 03:32:09;0;0,011923;0,252089;0;0,265716;0;51,104;-4,47
06.05.2023 03:35:00;0;0,01028;0,210732;0,001285;0,222296;0,00514;51,098999;-4,3
06.05.2023 03:40:00;0,001465;0,010986;0,216797;0;0,225586;0;51,078999;-4,39
06.05.2023 03:45:00;0;0,009521;0,216797;0;0,225586;0,00293;51,063;-4,33
06.05.2023 03:47:02;0,01801;0,009005;0,288166;0;0,27736;0;51,030998;-5,78
06.05.2023 03:51:57;0;0,011173;0,286017;0;0,29421;0;51,005001;-5,62
06.05.2023 03:55:00;0;0,009606;0,27856;0,001201;0,286965;0;50,991001;-5,71
06.05.2023 04:00:00;0;0,010254;0,237305;0;0,248291;0,00293;50,993;-4,28
06.05.2023 04:01:56;0;0,011365;0,219727;0;0,232986;0;50,983002;-4,44
06.05.2023 04:06:57;0,00146;0,01168;0,221917;0;0,227026;0;50,970001;-4,27
06.05.2023 04:11:57;0,00293;0,013184;0,231445;0;0,243896;0;50,929001;-5,66
06.05.2023 04:16:57;0,001465;0,010254;0,287109;0;0,293701;0,00293;50,888;-6,82
06.05.2023 04:21:56;0,002939;0,012493;0,461499;0;0,471053;0;50,810001;-8,56
06.05.2023 04:26:56;0;0,013916;0,328125;0;0,341309;0,00293;50,855999;-4,42
06.05.2023 04:31:57;0,00146;0,01095;0,213157;0;0,220457;0;50,848;-4,26
06.05.2023 04:36:56;0,008818;0,010288;0,238098;0;0,238098;0,002939;50,810001;-5,63
06.05.2023 04:41:56;0;0,010986;0,28125;0;0,290039;0;50,783001;-5,7
06.05.2023 04:46:57;0,0073;0,01241;0,364994;0;0,370104;0;50,722;-7,45
06.05.2023 04:51:57;0;0,012451;0,319336;0;0,32959;0,00293;50,719002;-6,27
06.05.2023 04:56:57;0;0,010254;0,298828;0;0,309082;0;50,717999;-4,39
06.05.2023 05:01:57;0;0,010986;0,210938;0;0,221924;0,00293;50,712002;-4,51
06.05.2023 05:06:56;0,004409;0,013228;0,279251;0;0,2866;0;50,672001;-5,64
06.05.2023 05:11:57;0,00146;0,01095;0,277396;0;0,286886;0;50,652;-5,49
06.05.2023 05:16:57;0,00293;0,012451;0,363281;0;0,369141;0,00293;50,585999;-7,71
06.05.2023 05:21:57;0,001465;0,010254;0,418945;0;0,424805;0,00293;50,533001;-8,87
06.05.2023 05:26:57;0,001465;0,010986;0,442383;0;0,452637;0;50,498001;-8,91
06.05.2023 05:31:57;0,004395;0,017578;0,354492;0;0,363281;0,00293;50,516998;-6,13
06.05.2023 05:36:56;0,00147;0,011023;0,291009;0;0,301297;0;50,507;-5,81
06.05.2023 05:41:57;0,00146;0,01241;0,254036;0;0,263526;0,00292;50,52;-4,01
06.05.2023 05:46:57;0;0,010254;0,199219;0;0,207275;0,00293;50,511002;-4,11
06.05.2023 05:51:56;0;0,011023;0,202825;0;0,209438;0;50,498001;-4,14
06.05.2023 05:56:57;0,00584;0,01387;0,236516;0;0,246736;0,00292;50,456001;-5,54
06.05.2023 06:01:57;0;0,011719;0,272461;0;0,28125;0,00293;50,431;-5,66
06.05.2023 06:06:56;0,00147;0,011023;0,270433;0;0,280721;0;50,431;-4,23
06.05.2023 06:11:56;0;0,011719;0,210938;0;0,215332;0,00293;50,423;-4,25
06.05.2023 06:16:57;0,00146;0,01095;0,204397;0;0,213157;0,00292;50,41;-4,23
06.05.2023 06:21:57;0,005859;0,013184;0,216797;0;0,223389;0,00293;50,373001;-5,64
06.05.2023 06:26:57;0,005859;0,013916;0,366211;0;0,369873;0,00293;50,306999;-7,45
06.05.2023 06:31:57;0,001465;0,010986;0,37207;0;0,37793;0,005859;50,277;-7,43
06.05.2023 06:36:57;0,001465;0,013916;0,316406;0;0,325195;0;50,296001;-4,45
06.05.2023 06:41:57;0;0,010986;0,216797;0;0,220459;0,00293;50,299;-4,36
06.05.2023 06:46:57;0,001465;0,010986;0,213867;0;0,221191;0,005859;50,285;-4,34
06.05.2023 06:51:57;0,007324;0,010986;0,275391;0;0,275391;0,005859;50,242001;-5,73
06.05.2023 06:56:57;0,001465;0,010986;0,28418;0;0,290039;0,00293;50,219002;-5,72
06.05.2023 07:01:57;0,001465;0,012451;0,251953;0;0,262939;0;50,220001;-4,67
06.05.2023 07:06:56;0,00147;0,010288;0,22634;0;0,228545;0,005879;50,209999;-4,6
06.05.2023 07:11:57;0,00146;0,01168;0,218997;0;0,159867;0,072999;50,237999;-2,34
06.05.2023 07:16:57;0,013184;0,010986;0,260742;0,001465;0,132568;0,123047;50,224998;-3,16
06.05.2023 07:21:57;0;0,010254;0,28125;0;0,158936;0,137695;50,215;-3,12
06.05.2023 07:26:56;0;0,012493;0,267493;0;0,152853;0,126398;50,226002;-1,64
06.05.2023 07:31:57;0,051099;0,00365;0,207317;0,03139;0,02482;0,160597;50,291;2,43
06.05.2023 07:36:57;0,04541;0,001465;0,205078;0,043945;0;0,210938;50,296001;0,17
06.05.2023 07:41:57;0,029297;0,009521;0,246094;0,024902;0,035889;0,213867;50,261002;-2,16
06.05.2023 07:47:07;0;0,009923;0,292024;0;0,110572;0,189957;50,247002;-1,86
06.05.2023 07:52:05;0,010323;0,011797;0,342125;0,001475;0,117974;0,2271;50,227001;-1,99
06.05.2023 07:56:59;0,005979;0,009716;0,316885;0,001495;0,096411;0,2272;50,224998;-1,95
